Kategorie A;13;;;;;;;;;;;;;;;;;;;;;;;;
p¯ÌjmenÌ;jmÈno;klub;Trispol;Olöovec;MJF;UstroÚ;Boh»as;Krnov;Anna;ArcMit;VCL;Bahenec;C.C.;TdJ;MAD;StVes;SPAC;MRSAC;MRSAC;GPF;Stonava;ML60;MJV;Paskov;BÏl·
PaliËka;Hynek;ACK Star· ves N.O.;0;50;55;0;;;;;;;;;;;;;;;;;;;
VlËek;Jan;TJ Sigma Hranice;0;38;38;0;;;;;;;;;;;;;;;;;;;
POKORN›; Petr;ACK Star· Ves nad Ond¯ejnicÌ;0;48;0;0;;;;;;;;;;;;;;;;;;;
Svoboda;Tom·ö;Mosty u Jablunkova;0;0;42;0;;;;;;;;;;;;;;;;;;;
Stanovsky;David;;0;37;0;0;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
»asovka A;3;;;;;VC;;;;;;;;;;;;;;;;;;;
p¯ÌjmenÌ;jmÈno;klub;Boh»as;ArcMit;Stonava;Ëas.;;;;;;;;;;;;;;;;;;;
Byrtus;Luk·ö;"SkvÏl· kola-TJ Té T¯inec ""A""";36;60;60;50;;;;;;;;;;;;;;;;;;;
!!! Alickun;Eduard;Czernica;46;44;70;35;;;;;;;;;;;;;;;;;;;
Kusidlo;Mariusz;"CK KolÌk Hobby BohumÌn ""A""";40;39;49;39;;;;;;;;;;;;;;;;;;;
BubenÌk;Ji¯Ì;Cykloservis MB;42;34;56;33;;;;;;;;;;;;;;;;;;;
Krhut;Jan;TJ Favorit Brno;50;48;65;0;;;;;;;;;;;;;;;;;;;
DuûÌk;Josef;A Bike Club Ostrava;48;46;0;44;;;;;;;;;;;;;;;;;;;
KoneËn˝; Dalibor;A Bike Club Ostrava;38;0;54;38;;;;;;;;;;;;;;;;;;;
äkoda;Kristi·n;CK Continental Frenöt·t p.R.  1;0;40;52;37;;;;;;;;;;;;;;;;;;;
Hradil;Michal;FORCE KCK CYKLOTEAM ZLÕN;0;38;50;40;;;;;;;;;;;;;;;;;;;
Matula;Luk·ö;FORCE KCK CYKLOTEAM ZLÕN;60;55;0;0;;;;;;;;;;;;;;;;;;;
»ern˝;Viktor;YOGI Racing Ostrava 2;39;42;0;27;;;;;;;;;;;;;;;;;;;
LANT;AntonÌn;TEAM FORMAN CINELI;55;0;0;46;;;;;;;;;;;;;;;;;;;
Fierla;Jan;CK Feso Pet¯vald;33;37;0;30;;;;;;;;;;;;;;;;;;;
Fierla;Ond¯ej;Team Forman Cinelli;44;0;0;48;;;;;;;;;;;;;;;;;;;
PavlÌk;Petr;"Racing Oleön· ""A""";0;35;48;0;;;;;;;;;;;;;;;;;;;
ämedek;Josef;SILVINI CYCLING TEAM;30;0;47;0;;;;;;;;;;;;;;;;;;;
Hovorka;Ond¯ej;A Bike Club Ostrava;32;36;0;0;;;;;;;;;;;;;;;;;;;
URB¡äEK;Jan;EX 23 SARONI FACTORY TEAM;0;0;0;60;;;;;;;;;;;;;;;;;;;
BESTWINA;Michal;;0;0;58;0;;;;;;;;;;;;;;;;;;;
BROKEä;Rostislav;TEAM FORMAN CINELI;0;0;0;55;;;;;;;;;;;;;;;;;;;
Z·ruba;Petr;ACK Star· Ves nad Ond¯ejnicÌ;0;50;0;0;;;;;;;;;;;;;;;;;;;
PREJDA;V·clav;TEAM FORMAN CINELI;0;0;0;42;;;;;;;;;;;;;;;;;;;
Wala;Jan;Ex 23 Saroni Factory Team;37;0;0;0;;;;;;;;;;;;;;;;;;;
éeravÌk;VojtÏch;TJ Sigma Hranice;0;0;0;36;;;;;;;;;;;;;;;;;;;
Grego¯ica;Rene;Erholung Triatlon Team;35;0;0;0;;;;;;;;;;;;;;;;;;;
HRACHOVINA;Eduard;TEAM FORMAN CINELI;0;0;0;34;;;;;;;;;;;;;;;;;;;
Kubica;Piotr;;34;0;0;0;;;;;;;;;;;;;;;;;;;
Nov·k;Patrik;Quint bike;0;0;0;32;;;;;;;;;;;;;;;;;;;
Chmel;Michal;Superior riders;0;0;0;31;;;;;;;;;;;;;;;;;;;
Pech;David;TuËÚ·ËÌ Tandem;31;0;0;0;;;;;;;;;;;;;;;;;;;
Grepl;Radim;"CK KolÌk Hobby BohumÌn ""B""";29;0;0;0;;;;;;;;;;;;;;;;;;;
H·jek;Adam;Quintbike;0;0;0;29;;;;;;;;;;;;;;;;;;;
H¯ivÚack˝;Marek;Quint bike;0;0;0;28;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
»asovka B;3;;;;;VC;;;;;;;;;;;;;;;;;;;
p¯ÌjmenÌ;jmÈno;klub;Boh»as;ArcMit;Stonava;Ëas.;;;;;;;;;;;;;;;;;;;
GalatÌk;Roman;CK Continental Frenöt·t p.R.  1;55;55;65;60;;;;;;;;;;;;;;;;;;;
äv·b;Miroslav;CYCLING BRNO BAGBIKE;60;60;70;0;;;;;;;;;;;;;;;;;;;
Kvapulinsk˝;Martin;A Bike Club Ostrava;44;46;54;40;;;;;;;;;;;;;;;;;;;
Folt˝n;Ji¯Ì;"CK KolÌk Hobby BohumÌn ""A""";46;38;49;39;;;;;;;;;;;;;;;;;;;
Mitrenga;Petr;"SkvÏl· kola-TJ Té T¯inec ""A""";36;44;46;42;;;;;;;;;;;;;;;;;;;
Hlawiczka;Martin;"SkvÏl· kola-TJ Té T¯inec ""A""";38;39;44;36;;;;;;;;;;;;;;;;;;;
Pietrzyk;Vratislav;"SkvÏl· kola-TJ Té T¯inec ""A""";50;48;58;0;;;;;;;;;;;;;;;;;;;
Holona;Martin;HPEL TEAM;40;36;42;37;;;;;;;;;;;;;;;;;;;
Bab·n;Marcel;Cykloservis MB;48;42;48;0;;;;;;;;;;;;;;;;;;;
Fryc;Bohdan;A Bike Club Ostrava;31;33;41;25;;;;;;;;;;;;;;;;;;;
Motyka;Patrik;A Bike Club Ostrava;28;34;37;30;;;;;;;;;;;;;;;;;;;
JureËka;Roman;CK Continental Frenöt·t p.R.  1;37;37;50;0;;;;;;;;;;;;;;;;;;;
Bollo;Roman;YOGI Racing Ostrava 2;32;0;47;35;;;;;;;;;;;;;;;;;;;
Wrzyna;Rafal;Jafisport bike team;0;50;56;0;;;;;;;;;;;;;;;;;;;
Vr·bel;David;SK MAXBIKE Ostrava;30;30;39;0;;;;;;;;;;;;;;;;;;;
KoneËn˝;Luk·ö;CK Vlastibor KoneËn˝;0;0;52;46;;;;;;;;;;;;;;;;;;;
SWACZYNA;Petr;CK Feso Pet¯vald;42;0;0;55;;;;;;;;;;;;;;;;;;;
Gruchala;VojtÏch;TK Ostrava;0;32;38;24;;;;;;;;;;;;;;;;;;;
Chamr·d;Ji¯Ì;;0;40;0;38;;;;;;;;;;;;;;;;;;;
œurica;Ji¯Ì;;29;28;0;19;;;;;;;;;;;;;;;;;;;
Dohnal;Tom·ö;Cyklokramo Suchdol nad Odrou;34;0;40;0;;;;;;;;;;;;;;;;;;;
SlavÌk;Ji¯Ì;FORCE KCK CYKLOTEAM ZLÕN;0;0;45;29;;;;;;;;;;;;;;;;;;;
Mat·k;Andrej;Cykloklub Kysuce A;35;35;0;0;;;;;;;;;;;;;;;;;;;
MalÌk;Roman;Racing Oleön·;39;27;0;0;;;;;;;;;;;;;;;;;;;
ämÌd;Robert;CYCLING BRNO BAGBIKE;0;0;60;0;;;;;;;;;;;;;;;;;;;
»ER;Tom·ö;BikeStyle.cz;0;0;0;50;;;;;;;;;;;;;;;;;;;
HudeËek;Petr;Forman Cinnelli;0;0;0;48;;;;;;;;;;;;;;;;;;;
Pet¯Ìk;ZdenÏk;Cyklistika pro vöechny Krnov;0;0;0;44;;;;;;;;;;;;;;;;;;;
Hajewski;Tomasz;trenujtriathlon.pl;0;0;43;0;;;;;;;;;;;;;;;;;;;
JureËka;Petr;;0;0;36;0;;;;;;;;;;;;;;;;;;;
Javorek;Petr;www.masazprozeny.cz;0;0;0;34;;;;;;;;;;;;;;;;;;;
Androsz;Michal;"CK KolÌk Hobby BohumÌn ""B""";33;0;0;0;;;;;;;;;;;;;;;;;;;
RuËka;Richard;UCJH;0;0;0;33;;;;;;;;;;;;;;;;;;;
Heinrich;Luk·ö;BIKESTYLE.CZ;0;0;0;32;;;;;;;;;;;;;;;;;;;
Nowok;Michal;Jafisport bike team;0;31;0;0;;;;;;;;;;;;;;;;;;;
UCHYTIL;Martin;UherskÈ HradiötÏ;0;0;0;31;;;;;;;;;;;;;;;;;;;
Kitlowski;Piotr;Jafisport bike team;0;29;0;0;;;;;;;;;;;;;;;;;;;
Chud˝;Jan;;0;0;0;28;;;;;;;;;;;;;;;;;;;
Grygiel;Pavel;;27;0;0;0;;;;;;;;;;;;;;;;;;;
TomeËek;LubomÌr;;0;0;0;27;;;;;;;;;;;;;;;;;;;
Grigorescu;Lubor;Roûnov;0;0;0;26;;;;;;;;;;;;;;;;;;;
KOPECK›;Tom·ö;ZHOR Team;0;0;0;23;;;;;;;;;;;;;;;;;;;
Hendrych;David;BIKESTYLE.CZ;0;0;0;22;;;;;;;;;;;;;;;;;;;
StanÏk;Pavel;Cyklosport P¯ikryl Star· Ves n. Ond¯ejnicÌ;0;0;0;21;;;;;;;;;;;;;;;;;;;
KARMELITA;Tom·ö;Loko Krnov;0;0;0;20;;;;;;;;;;;;;;;;;;;
Novotn˝;Ji¯Ì;Team Forman Cinelli;0;0;0;18;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
»asovka C;3;;;;;VC;;;;;;;;;;;;;;;;;;;
p¯ÌjmenÌ;jmÈno;klub;Boh»as;ArcMit;Stonava;Ëas.;;;;;;;;;;;;;;;;;;;
Odv·rka;Ivo;FORCE KCK CYKLOTEAM ZLÕN;48;60;60;55;;;;;;;;;;;;;;;;;;;
Kl·öterka;Tom·ö;CK Continental Frenöt·t p.R.  1;42;50;65;60;;;;;;;;;;;;;;;;;;;
Kokeö;Pavel;SK ValaöskÈho kr·lovstvÌ;50;55;56;50;;;;;;;;;;;;;;;;;;;
Galuöka;Tom·ö;CK Continental Frenöt·t p.R.  1;46;40;54;46;;;;;;;;;;;;;;;;;;;
Machotka;Karel;YOGI Racing Ostrava 1;60;48;70;0;;;;;;;;;;;;;;;;;;;
Blahut;Radek;SK MAXBIKE Ostrava;37;39;52;44;;;;;;;;;;;;;;;;;;;
VodiËka;V·clav;CYCLING BRNO BAGBIKE;55;46;58;0;;;;;;;;;;;;;;;;;;;
»erven˝;Luk·ö;Cykloservis MB;36;38;44;40;;;;;;;;;;;;;;;;;;;
Buchal;Ivo;"Racing Oleön· ""A""";44;33;40;37;;;;;;;;;;;;;;;;;;;
Majtner;Petr;"SkvÏl· kola-TJ Té T¯inec ""A""";34;34;47;32;;;;;;;;;;;;;;;;;;;
Jaroö;Martin;Racing Oleön· ÑBì;38;28;41;38;;;;;;;;;;;;;;;;;;;
Schnerch;Martin;"SkvÏl· kola-TJ Té T¯inec ""A""";35;24;43;29;;;;;;;;;;;;;;;;;;;
Pytel;JaromÌr;CYCLING BRNO BAGBIKE;40;42;48;0;;;;;;;;;;;;;;;;;;;
Lysek;VladimÌr;CK Continental Frenöt·t p.R.  2;39;36;50;0;;;;;;;;;;;;;;;;;;;
Boszczyk;Norbert;"SkvÏl· kola-TJ Té T¯inec ""A""";0;32;42;36;;;;;;;;;;;;;;;;;;;
Nov·k;Milan;XXX Bike Club;0;31;45;33;;;;;;;;;;;;;;;;;;;
Fierla;Jan;CK Feso Pet¯vald;29;0;38;31;;;;;;;;;;;;;;;;;;;
äimeËek;Radim;Profily Midar P¯Ìbor;31;26;39;0;;;;;;;;;;;;;;;;;;;
Wilhelm;Jaroslav;"CK KolÌk Hobby BohumÌn ""A""";32;27;0;35;;;;;;;;;;;;;;;;;;;
Ad·mek;Luk·ö;CK Feso Pet¯vald;0;44;0;48;;;;;;;;;;;;;;;;;;;
ONDERKA;Milan;Yogi Racing Ostrava I.;0;35;46;0;;;;;;;;;;;;;;;;;;;
Kaiser;ZdenÏk;A Bike Club Ostrava;28;22;0;28;;;;;;;;;;;;;;;;;;;
Gierc;David;;27;23;0;27;;;;;;;;;;;;;;;;;;;
Kolorz;Mariusz;"CK KolÌk Hobby BohumÌn ""A""";33;30;0;0;;;;;;;;;;;;;;;;;;;
Kubala;Janusz;Cykloservis MB;0;0;49;0;;;;;;;;;;;;;;;;;;;
äVEHLA;Miloslav;Bike Sport Opava;0;0;0;42;;;;;;;;;;;;;;;;;;;
Swaczyna;Patrik;CK Feso Pet¯vald;0;0;0;39;;;;;;;;;;;;;;;;;;;
Anderko;Karol;Jafisport bike team;0;37;0;0;;;;;;;;;;;;;;;;;;;
äimurda;Roman;Team inTrener 2012;0;0;37;;;;;;;;;;;;;;;;;;;;
Sieja;Ji¯Ì;YOGI Racing Ostrava 2;0;0;36;0;;;;;;;;;;;;;;;;;;;
Carbol;Petr;TJ BanÌk Karvin·;0;0;35;;;;;;;;;;;;;;;;;;;;
Kol·Ëek;Petr;CK Feso Pet¯vald;0;0;0;34;;;;;;;;;;;;;;;;;;;
Binar;Petr;éDB;30;0;0;0;;;;;;;;;;;;;;;;;;;
Franta;Roman;"Racing Oleön· ""A""";0;0;0;30;;;;;;;;;;;;;;;;;;;
Guziur;Dalibor;Racing Oleön·;0;29;0;0;;;;;;;;;;;;;;;;;;;
Kar·sek;Ji¯Ì;Racing Oleön· B;0;0;0;26;;;;;;;;;;;;;;;;;;;
Dohnal;Blahoslav;Cyklistika pro vöechny Krnov;0;25;0;0;;;;;;;;;;;;;;;;;;;
Jakeö;Ji¯Ì;;0;21;0;0;;;;;;;;;;;;;;;;;;;
»ern˝;VladimÌr;;0;20;0;0;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
»asovka D;3;;;;;VC;;;;;;;;;;;;;;;;;;;
p¯ÌjmenÌ;jmÈno;klub;Boh»as;ArcMit;Stonava;Ëas.;;;;;;;;;;;;;;;;;;;
Pelc;Ladislav;CK Continental Frenöt·t p.R.  1;60;55;70;55;;;;;;;;;;;;;;;;;;;
Beneö;Petr;YOGI Racing Ostrava 1;48;50;56;60;;;;;;;;;;;;;;;;;;;
DaÚhel;MojmÌr;Cyklistika pro vöechny Krnov;40;46;54;40;;;;;;;;;;;;;;;;;;;
Slez·k;Josef;FORCE KCK CYKLOTEAM ZLÕN;50;60;65;0;;;;;;;;;;;;;;;;;;;
Satinsk˝;Alexandr;YOGI Racing Ostrava 1;37;39;47;39;;;;;;;;;;;;;;;;;;;
HlavatÌk;Ladislav;"Racing Oleön· ""A""";36;34;43;35;;;;;;;;;;;;;;;;;;;
Sk¯eËek;Robert;CYCLING BRNO BAGBIKE;39;0;60;44;;;;;;;;;;;;;;;;;;;
änajder;Roman;Racing Oleön· ÑAì;0;44;49;48;;;;;;;;;;;;;;;;;;;
Kont˙r;Milan;SK ValaöskÈho kr·lovstvÌ;34;35;40;29;;;;;;;;;;;;;;;;;;;
M¸ck;Arnoöt;2K-BIKE CLUB Odry;0;42;50;46;;;;;;;;;;;;;;;;;;;
Schneider;Rudolf;CK Continental Frenöt·t p.R.  2;32;37;39;24;;;;;;;;;;;;;;;;;;;
Jakl;Ji¯Ì;Triatlon klub Ostrava;31;32;37;30;;;;;;;;;;;;;;;;;;;
ävantner;Bohuslav;Racing Oleön· ÑBì;0;38;46;38;;;;;;;;;;;;;;;;;;;
PavlÌk;Petr;"Racing Oleön· ""B""";30;29;35;27;;;;;;;;;;;;;;;;;;;
Praski;Henryk;"CK KolÌk Hobby BohumÌn ""B""";38;40;41;0;;;;;;;;;;;;;;;;;;;
Niemczyk;Jan;;27;24;36;28;;;;;;;;;;;;;;;;;;;
SEKERKA; Karel;CYCLO RACING;55;0;58;0;;;;;;;;;;;;;;;;;;;
Chmura;Petr;Team Forman Cinelli;0;33;42;32;;;;;;;;;;;;;;;;;;;
AdamËÌk;Miroslav;Cyklokramo Suchdol nad Odrou;0;0;52;50;;;;;;;;;;;;;;;;;;;
Motyka;Tom·ö;A Bike Club Ostrava;35;0;32;34;;;;;;;;;;;;;;;;;;;
Andrzejewski;Andrzej;;0;31;38;26;;;;;;;;;;;;;;;;;;;
WÌdenka;Aleö;KolÌk Kobby B;46;0;45;0;;;;;;;;;;;;;;;;;;;
Kaszuba;Miroslav;"CK KolÌk Hobby BohumÌn ""B""";42;48;0;0;;;;;;;;;;;;;;;;;;;
HrazdÌlek;Alois;Renokov team;28;28;29;0;;;;;;;;;;;;;;;;;;;
Vyoral;LubomÌr;"CK KolÌk Hobby BohumÌn ""B""";0;26;34;23;;;;;;;;;;;;;;;;;;;
KoneËn˝;Pavel;"CK KolÌk Hobby BohumÌn ""A""";33;0;0;37;;;;;;;;;;;;;;;;;;;
Krupa ;LubomÌr;LUBICI;0;36;0;33;;;;;;;;;;;;;;;;;;;
JANKOWSKI;ALEKSANDER;DAR-BUD TEAM;26;30;0;0;;;;;;;;;;;;;;;;;;;
Mrozek;Ji¯Ì;"CK KolÌk Hobby BohumÌn ""B""";25;0;31;0;;;;;;;;;;;;;;;;;;;
äkarka;Ji¯Ì;"CK KolÌk Hobby BohumÌn ""B""";29;27;0;0;;;;;;;;;;;;;;;;;;;
Schichel;Tom·ö;YOGI Racing Ostrava 2;24;25;0;0;;;;;;;;;;;;;;;;;;;
ZvonÌËek;RadomÌr;FORCE KCK CYKLOTEAM ZLÕN;0;0;48;0;;;;;;;;;;;;;;;;;;;
Baran;Petr;CYCLING BRNO BAGBIKE;44;0;0;0;;;;;;;;;;;;;;;;;;;
Kop¯iva;Miroslav;CK Continental Frenöt·t p.R.  2;0;0;44;0;;;;;;;;;;;;;;;;;;;
MÕ»EK; Old¯ich;TJ Sigma Hranice;0;0;0;42;;;;;;;;;;;;;;;;;;;
MiËko;Jan;CK Feso Pet¯vald;0;0;0;36;;;;;;;;;;;;;;;;;;;
Holeö;Ji¯Ì;"CK KolÌk Hobby BohumÌn ""A""";0;0;33;0;;;;;;;;;;;;;;;;;;;
Myn·¯;Jura;MTB Ond¯ejnÌk;0;0;0;31;;;;;;;;;;;;;;;;;;;
Si¯inek;Aleö;SK Bagbike Rubing Ostrava;0;0;30;;;;;;;;;;;;;;;;;;;;
OböivaË;V·clav;MTB Ond¯ejnÌk;0;0;0;25;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
»asovka E;3;;;;;VC;;;;;;;;;;;;;;;;;;;
p¯ÌjmenÌ;jmÈno;klub;Boh»as;ArcMit;Stonava;Ëas.;;;;;;;;;;;;;;;;;;;
Zdanowicz;Marek;;50;48;65;48;;;;;;;;;;;;;;;;;;;
PavlÌk;Ji¯Ì;CK Continental Frenöt·t p.R.  2;60;50;48;44;;;;;;;;;;;;;;;;;;;
Teönar;Tom·ö;YOGI Racing Ostrava 1;46;46;52;40;;;;;;;;;;;;;;;;;;;
Mottl;BohumÌr;"CK KolÌk Hobby BohumÌn ""A""";44;42;49;42;;;;;;;;;;;;;;;;;;;
Ertel;Ji¯Ì;Novatop Lapierre;42;38;50;39;;;;;;;;;;;;;;;;;;;
Leszczynski;Xaverery;KolÌk Kobby C;55;55;58;0;;;;;;;;;;;;;;;;;;;
Vesel˝;Petr;"SkvÏl· kola-TJ Té T¯inec  ""B""";37;40;44;37;;;;;;;;;;;;;;;;;;;
Dubn˝;Pavel;Cyklokramo Suchdol nad Odrou;38;36;41;35;;;;;;;;;;;;;;;;;;;
DanÏËek;Pavel;Cyklistika pro vöechny Krnov;48;0;54;46;;;;;;;;;;;;;;;;;;;
PÏg¯imek;Milan;CK OrlÌk Orlov·;33;37;40;36;;;;;;;;;;;;;;;;;;;
Savka;Miroslav;CK OrlÌk Orlov·;34;33;42;33;;;;;;;;;;;;;;;;;;;
Homola;Petr;YOGI Racing Ostrava 2;32;32;39;32;;;;;;;;;;;;;;;;;;;
Masn˝;Milan;"Racing Oleön· ""A""";0;0;70;55;;;;;;;;;;;;;;;;;;;
Bluszcz;Stefan;Lowell Pro äafrata Team BohumÌn;39;0;45;38;;;;;;;;;;;;;;;;;;;
BuËek;Michal;Racing Oleön· ÑAì;0;60;0;60;;;;;;;;;;;;;;;;;;;
Zem·nek;LubomÌr;2K-BIKE CLUB Odry;0;0;60;50;;;;;;;;;;;;;;;;;;;
Mrn˘ötÌk;Josef;Cyklotech-Pro a Mrn˘ötÌk;35;34;38;0;;;;;;;;;;;;;;;;;;;
PekarËÌk;Ji¯Ì;Cyklokramo Suchdol nad Odrou;40;31;0;34;;;;;;;;;;;;;;;;;;;
B·rta;Miroslav;SK Bagbike Rubing;0;44;56;0;;;;;;;;;;;;;;;;;;;
Pilecki;Stanislav;Cykloservis MB;0;35;47;0;;;;;;;;;;;;;;;;;;;
Misina;Andrzej;ACK Star· Ves nad Ond¯ejnicÌ;36;39;0;0;;;;;;;;;;;;;;;;;;;
Glogar;Jan;YOGI Racing Ostrava 2;31;0;37;0;;;;;;;;;;;;;;;;;;;
Muöka;Josef;CK Feso Pet¯vald;0;0;46;0;;;;;;;;;;;;;;;;;;;
KubÌk;Josef;"CK KolÌk Hobby BohumÌn ""B""";0;0;43;0;;;;;;;;;;;;;;;;;;;
Macura;Jan;CK HavÌ¯ov;0;0;36;0;;;;;;;;;;;;;;;;;;;
Mrakvia;ZdenÏk;"SkvÏl· kola-TJ Té T¯inec ""B""";30;0;0;0;;;;;;;;;;;;;;;;;;;
Rechtenberg;Karel;Fr˝dlant n. O.;0;30;0;0;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
»asovka é;3;;;;;VC;;;;;;;;;;;;;;;;;;;
p¯ÌjmenÌ;jmÈno;klub;Boh»as;ArcMit;Stonava;Ëas.;;;;;;;;;;;;;;;;;;;
Jaklov·;Ivana;Lowell Pro äafrata Team BohumÌn;55;60;65;44;;;;;;;;;;;;;;;;;;;
Chmurov·;Jana;Team Forman Cinelli;44;48;60;40;;;;;;;;;;;;;;;;;;;
Lantov·;Romana;Cyklistika pro vöechny Krnov;40;40;54;37;;;;;;;;;;;;;;;;;;;
DanÏËkov·;Romana;Cyklistika pro vöechny Krnov;50;0;56;42;;;;;;;;;;;;;;;;;;;
PYTLOV¡; MarkÈta;SK Bag Bike;42;42;52;0;;;;;;;;;;;;;;;;;;;
Lantov·;Romana ml.;Cyklistika pro vöechny Krnov;48;0;48;38;;;;;;;;;;;;;;;;;;;
Bartoöov·;Denisa;"CK KolÌk Hobby BohumÌn ""A""";60;0;0;50;;;;;;;;;;;;;;;;;;;
TrËkov·;Daniela;TJ Kovo Praha;0;0;58;46;;;;;;;;;;;;;;;;;;;
MUDÿÕKOV¡; Kate¯ina;CK Feso Pet¯vald;46;0;0;48;;;;;;;;;;;;;;;;;;;
PargaËov·;Marcela;Cyklokramo Suchdol nad Odrou;0;46;0;39;;;;;;;;;;;;;;;;;;;
Klekot;Martyna;Unipol Czestochowa;0;0;70;0;;;;;;;;;;;;;;;;;;;
Bajgerov·;Nikola;KC Kooperativa SG Jablonec;0;0;0;60;;;;;;;;;;;;;;;;;;;
Dohnalov·;Jaroslava;Cyklistika pro vöechny Krnov;0;55;0;0;;;;;;;;;;;;;;;;;;;
Kotalov·;Veronika;TJ UniËov;0;0;0;55;;;;;;;;;;;;;;;;;;;
OLIVOV¡;Alexandra;Bike 2000;0;50;0;0;;;;;;;;;;;;;;;;;;;
Proch·zkov·;Kate¯ina;DolËa cyklo;0;0;50;0;;;;;;;;;;;;;;;;;;;
VavreËkov·;Lenka;TJ BanÌk Karvin·;0;0;49;0;;;;;;;;;;;;;;;;;;;
Hlawiczkov·;Alena;SkvÏl· kola-TJ Té T¯inec;0;0;47;0;;;;;;;;;;;;;;;;;;;
»urov·;Kate¯ina;;0;44;0;0;;;;;;;;;;;;;;;;;;;
Halmov·;Eva;CK OrlÌk Orlov·;0;39;0;0;;;;;;;;;;;;;;;;;;;
Krzyûankov·;Lenka;"SkvÏl· kola-TJ Té T¯inec ""A""";0;0;0;36;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
»asovka M;3;;;;;VC;;;;;;;;;;;;;;;;;;;
p¯ÌjmenÌ;jmÈno;klub;Boh»as;ArcMit;Stonava;Ëas.;;;;;;;;;;;;;;;;;;;
Schichel;Jakub;YOGI Racing Ostrava 1;50;60;65;50;;;;;;;;;;;;;;;;;;;
Pol·Ëik;Martin;CK Continental Frenöt·t p.R.  1;55;50;70;48;;;;;;;;;;;;;;;;;;;
Haladus;Szymon;Cyklistika pro vöechny Krnov;60;55;58;44;;;;;;;;;;;;;;;;;;;
Haöek;Daniel;SK Bag Bike;48;0;52;0;;;;;;;;;;;;;;;;;;;
KRESTA;Jan;SK Ji¯Ì team Ostrava;0;0;60;0;;;;;;;;;;;;;;;;;;;
Trachtulec;Petr;CK Feso Pet¯vald;0;0;0;60;;;;;;;;;;;;;;;;;;;
Svaczyna;Tom·ö;CK FESO Pet¯vald;0;0;56;;;;;;;;;;;;;;;;;;;;
JARMA;Ctirad;CykloTeam Kol·rna;0;0;0;55;;;;;;;;;;;;;;;;;;;
Vall;Jan;SK Maxbike Ostrava;0;0;54;0;;;;;;;;;;;;;;;;;;;
Hlawiczka;David;SkvÏl· kola-TJ Té T¯inec;0;0;50;0;;;;;;;;;;;;;;;;;;;
MÌËek;Old¯ich;TJ Sigma Hranice;0;0;0;46;;;;;;;;;;;;;;;;;;;
Krupa;Luboö;LubÌci;0;0;0;42;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Sprinter A;3;;;;;VC;;;;;;;;;;;;;;;;;;;
p¯ÌjmenÌ;jmÈno;klub;StVes;MJV;Paskov;VC2;;;;;;;;;;;;;;;;;;;
Hradil;Michal;FORCE KCK CYKLOTEAM ZLÕN;34;50;34;34;;;;;;;;;;;;;;;;;;;
!!! URB¡äEK;Jan;EX 23 SARONI FACTORY TEAM;42;0;60;50;;;;;;;;;;;;;;;;;;;
DuûÌk;Josef;A Bike Club Ostrava;0;60;36;55;;;;;;;;;;;;;;;;;;;
Fierla;Ond¯ej;Team Forman Cinelli;55;0;48;38;;;;;;;;;;;;;;;;;;;
BROKEä;Rostislav;TEAM FORMAN CINELI;50;0;0;60;;;;;;;;;;;;;;;;;;;
BITTNER;Jakub;In Life Cycling Team;0;55;50;0;;;;;;;;;;;;;;;;;;;
»ern˝;Viktor;YOGI Racing Ostrava 2;0;0;44;48;;;;;;;;;;;;;;;;;;;
Matula;Luk·ö;FORCE KCK CYKLOTEAM ZLÕN;46;0;42;0;;;;;;;;;;;;;;;;;;;
Byrtus;Luk·ö;"SkvÏl· kola-TJ Té T¯inec ""A""";0;0;35;46;;;;;;;;;;;;;;;;;;;
Kusidlo;Mariusz;"CK KolÌk Hobby BohumÌn ""A""";40;0;0;39;;;;;;;;;;;;;;;;;;;
PREJDA;V·clav;TEAM FORMAN CINELI;0;0;40;37;;;;;;;;;;;;;;;;;;;
éeravÌk;VojtÏch;TJ Sigma Hranice;0;0;32;40;;;;;;;;;;;;;;;;;;;
Z·ruba;Petr;ACK Star· Ves nad Ond¯ejnicÌ;37;0;33;0;;;;;;;;;;;;;;;;;;;
Chmel;Michal;Superior riders;0;37;0;30;;;;;;;;;;;;;;;;;;;
Mal·tek ;VojtÏch;CK OrlÌk Orlov·;0;35;29;;;;;;;;;;;;;;;;;;;;
»ER;Tom·ö;Bikestyle.cz;60;0;0;0;;;;;;;;;;;;;;;;;;;
Hradil;Ji¯Ì;FORCE KCK CYKLOTEAM ZLÕN;0;0;55;0;;;;;;;;;;;;;;;;;;;
Hampl;Petr;TJ Favorit Brno;48;0;0;0;;;;;;;;;;;;;;;;;;;
