"Kategorie A";14;;;;;;;;;;;;;;;;;;;;;;;;
"p¯ÌjmenÌ";"jmÈno";"klub";"Trispol";"MJF";"KrnKrit";"Ston»D";"Krnov";"TdS";"ArcMit";"Bahenec";"C.C.";"TdJ";"MAD";"SPAC";"MRSAC";"MRSAC";"GPF";"Stonava";"ML60";"MJV";"StVes";"Paskov";"BÏl·";"VCL";"Td»"
"Pol·Ëik";"Martin";"CK Continental Frenöt·t p.R.  1";0;0;0;0;0;0;0;0;0;0;0;"DNF";0;0;50;65;0;50;40;40;40;0;44
"V›VODA";"Jan";"TJ Sigma Hranice";44;0;46;0;0;0;0;0;0;0;0;0;0;0;65;0;0;0;0;55;0;60;46
"GLOMBEK";"ätÏp·n";"CK Feso Pet¯vald";39;50;0;0;39;0;0;0;44;44;0;0;0;0;0;0;0;0;0;0;0;0;0
"RUMAN ";"Jakub";"ACK Star· Ves nad O.";0;0;60;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;60;0;46;0
"WAGNER";"Jakub";"MAPEI Cyklo Ka“kovsk˝";48;55;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;0
"VL»EK";"Jan";"TJ Sigma Hranice";"DNF";0;37;0;0;0;0;0;0;0;44;0;0;0;0;0;"DNF";0;21;37;0;40;0
"MÌËek";"Old¯ich";"TJ Sigma Hranice";0;0;0;0;0;0;0;0;0;42;"DNF";0;0;0;0;0;39;0;0;0;0;42;48
"HALADUS";"Szymon";;36;0;38;0;0;"DNF";0;0;0;0;0;0;0;0;"DNF";0;40;0;0;0;42;0;0
"JANÕK ";"Albert";"ACK Star· Ves nad O.";0;0;42;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;39;0;"DNF";0
"HAäEK ";"daniel";"SK Bagbike";0;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0
"KRESTA ";"Jan";"SK Ji¯Ì Team Ostrava";0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;0;0;0;0;44;0;0;0
"GUZY";"Robert";"Mikesz Team";0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0
"ätefela";"Jan";"CPV Krnov";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;0;0;0;36;0;0;0
"HL¡VKA ";"Adam";"ACS DRAK Vrbno";0;0;"DNF";0;0;"DNF";0;0;0;0;0;0;0;0;52;0;37;0;0;0;0;0;0
"HavlÌËek ";"Jan";;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0
"Bialonczyk";"Kamil";"Pszczyna Author";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;34;0;0;0;0
"Krupa";"Luboö";"Janovice";0;0;0;0;0;0;0;0;42;40;0;"DNF";0;0;0;0;0;0;0;0;0;0;0
"Piechaczek";"Kacper";"Pszczyna Author";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;38;0;0;0;0
"Manowski";"Kamil";"Pszczyna Author";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;35;0;0;0;0
"LUBOWIECKI ";"Pawet";"Autor Pszcyna";0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0
"éERAVÕK";"Pavel";"TJ Sigma Hranice";37;0;"DNF";0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Mendryjai";"Ryszard";"Autor Pszcyna";0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;25;0;0;0;0
"PALI»KA ";"Hynek";"ACK Star· Ves nad O.";0;0;44;0;0;"DNF";0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0
"BR¡ZDA";"Michal";"MAPEI Cyklo Ka“kovsk˝";60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"HradeËn˝";"Jan";"CPV Krnov";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;0;0;0;0;0;0;0
"OTRUBA";"Jakub";"MAPEI Cyklo Ka“kovsk˝";55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"VOZNI»KA ";"VojtÏch";"SK Ji¯Ì Team Ostrava";0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;0;0;0;0;0;0;0;0
"Bielesz";"David";"N˝dek";0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LOVE»EK ";"Adam";"Mapei Cyclo KaÚkovsk˝";0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"BartoÚ";"Patrik";"Amenity Extreme Sport Team";0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"KLEVETA ";"Jakub";"MapEI Cyclo KaÚkovsk˝";0;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"SZYNON";"Haladus";;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"KMÕNEK ";"VojtÏch";"ACS DRAK Vrbno";0;0;40;0;0;0;0;0;0;0;"DNF";0;0;0;0;0;0;0;0;0;0;0;0
"RYäKA ";"Marek";"TK Duko Ryma¯ov";0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"»miel";"Luk·ö";"MilÌkov";0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0
"RZEPKA";"Robert";"MGLKS Kozieglowy PAULA-TRANS";0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"MAZUR";"Ji¯Ì";"SK-äafrata BohumÌn";0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Fiöer";"Aleö";"CK OrlÌk Orlov·";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"LOMBEK ";"ätÏp·n";"CK Feso Pet¯vald";0;0;"DNF";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"PETRUä";"Ji¯Ì";"MAPEI Cyklo Ka“kovsk˝";"DNF";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;;;;;;;;;;;;;;;;;;;;;;;
"Druûstva";24;;;;;;;;;;;;;;;;;;;;;;;;
"p¯ÌjmenÌ";"jmÈno";"klub";"Trispol";"MJF";"KrnKrit";"Ston»D";"Krnov";"TdS";"ArcMit";"Bahenec";"C.C.";"TdJ";"MAD";"SPAC";"MRSAC";"MRSAC";"GPF";"Stonava";"ML60";"MJV";"StVes";"Paskov";"BÏl·";"VCL";"Td»"
"FORCE KCK CYKLOTEAM ZLÕN";;;158;153;133;82;154;155;160;152;145;158;163;190;171;164;186;195;120;138;151;140;153;165;122
"CK Continental Frenöt·t p.R.  1";;;150;147;157;93;147;119;163;134,8;140,2;127;137;167;41;34;179;200;140;120;94;149;142;138;44
"YOGI Racing Ostrava 1";;;122,4;101,6;112;69;122,4;102,8;163;138;140;133;139;156;150;143;141,6;189;121,2;92,4;123;111,6;123;139,6;127,2
"Cyklistika pro vöechny Krnov";;;117,6;134,4;130,4;0;124;136;136;147;132;132;142;164;132,8;130,4;150,4;160;140;136;115,2;119,2;111,4;120;147
"Lowell Pro äafrata Team BohumÌn";;;38,4;148;131;39;82;114,4;132;121;80;86;146;150;46,4;52;154;168;149;147;136;142;146;121;128,8
"CK KolÌk Hobby BohumÌn ""A""";;;100,8;113;109,8;73;107,8;120;117,8;124,2;108;108,2;113;154;124,6;90;122,8;152;133;128,8;84,4;102,2;110;128;123
"SkvÏl· kola-TJ Té T¯inec ""A""";;;99;65;38;62;114;108;130;150;147;152;138;162;39;37;136,6;145;30;113;132;106;116,8;142;118
"CK Feso Pet¯vald";;;121;120;132,2;0;112,6;130;32;130;123,4;123,8;82;160;0;0;172;142,4;141;132;135,4;133,8;108,8;94;115
"A Bike Club Ostrava ""A""";;;101,6;123;101,2;60;84,6;107,2;130,4;119;108;116;105,8;135,2;0;0;125;136,6;119;139;104;108;104;111;77
"2K-BIKE CLUB Odry";;;132;124;92;44;111;111;0;137;130,8;128,4;133;114,8;88,8;95,4;108;94;135;84;108;96;53;37;55
"Racing Oleön· ""A""";;;44;118,4;0;67;99,4;103;127;79;122,4;132;119;157;48;48;141,4;158;119,4;124;30;70;66;123;71
"Team Forman Cinelli";;;32;125,2;125,6;0;123;110,4;120;132,4;129,2;133,2;73;165;0;0;123,2;139,2;64;90,8;123;123;101;75;42
"ACK Star· Ves nad Ond¯ejnicÌ";;;130;106,2;126;60;106,8;119;70,4;88,6;119,6;117,6;93,2;151,8;0;0;113,6;69,6;33,6;103;128,8;139;38,4;126,8;75,4
"CK KolÌk Hobby BohumÌn""B""";;;100;108,8;109,2;62;81;74;110;113;107;69;105;124;24;15;108,4;132;48;98,4;100,6;96,2;84,2;92,8;59,6
"Cyklokramo Suchdol nad Odrou ""A""";;;0;65,6;80;0;0;44;33;121,2;124;78,8;135,2;153;47;48;150,6;146,4;104;126,8;129,4;127,6;127,6;118,2;60
"SK MAXBIKE Ostrava";;;44;69;86;34;81;127;77;88;111;109;81;152;0;0;110;146;116;111;92;55;105;90;81
"CK Continental Frenöt·t p. R.  2";;;31,2;73,4;30,4;0;44,2;50;99,2;94,6;93,6;88,6;54,6;75,4;63,6;20;115;139;30,4;92,2;97;91,6;93,8;69,2;104,4
"CK OrlÌk Orlov·";;;0;104;95;0;28,8;96,6;80,4;42;61,6;61,6;0;70;0;0;127,2;137,6;103,2;105,8;70,8;72,4;109,2;79,6;82
"SK ValaöskÈho kr·lovstvÌ";;;60;55;0;0;46;55;85;86;83;91;71;104;58;52;102;109;73;50;60;60;76;85;60
"Cykloservis MB";;;37;52;0;22;14;20;66;74;44;106;57;88;52;44;59;141;64;27;0;54;18;42;40
"A Bike Club Ostrava ""B""";;;0;53;66;0;27;71,2;91,2;69;62;69;0;35;0;0;47;131;63;37;0;66;43;93;0
"YOGI Racing Ostrava 2";;;22;31,2;54;30;0;0;79;32;0;64;36,8;127,2;26,4;0;52,2;32;31;102,4;45,6;74,4;35,2;66,2;69,6
"Cyklokramo Suchdol nad Odrou ""B""";;;28;25,6;29,6;19;84;55,2;90,4;52;53,6;28,8;74,2;68,8;0;0;33,6;93,6;26,4;0;28;27,2;53,6;61,6;62,4
"SkvÏl· kola-TJ Té T¯inec ""B""";;;94;81,6;33,6;23;59,8;60,8;32;57,6;82,4;30,4;61,6;68,6;0;0;38,4;36,8;29,6;28;31,2;30,4;33,6;0;0
"ACS DRAK VRBNO";;;101;0;130,4;0;80,4;115,4;0;0;0;0;110;0;0;0;50;0;126,4;46;0;0;0;93;39
;;;;;;;;;;;;;;;;;;;;;;;;;
"Vrcha¯ A";3;;;;;;;;;;;;;;;;;;;;;;;;
"p¯ÌjmenÌ";"jmÈno";"klub";"C.C.";"TdJ";"ML60";"Td»";;;;;;;;;;;;;;;;;;;
"Fierla";"Ond¯ej";"Team Forman Cinelli";60;60;0;42;;;;;;;;;;;;;;;;;;;
"DuûÌk";"Josef";"A Bike Club Ostrava ""A""";39;42;46;33;;;;;;;;;;;;;;;;;;;
"BubenÌk";"Ji¯Ì";"Cykloservis MB";44;44;30;40;;;;;;;;;;;;;;;;;;;
"Matula";"Luk·ö";"FORCE KCK CYKLOTEAM ZLÕN";0;48;60;44;;;;;;;;;;;;;;;;;;;
"Z·ruba";"Petr";"ACK Star· Ves nad Ond¯ejnicÌ";55;50;0;37;;;;;;;;;;;;;;;;;;;
"Byrtus";"Luk·ö";"SkvÏl· kola-TJ Té T¯inec""A""";48;46;0;38;;;;;;;;;;;;;;;;;;;
"Willmann";"Filip";"A Bike Club Ostrava ""A""";37;34;34;0;;;;;;;;;;;;;;;;;;;
"Klezla";"Martin";"2K-BIKE CLUB Odry";34;35;32;0;;;;;;;;;;;;;;;;;;;
"Motyka";"Adam";"A Bike Club Ostrava ""A""";31;36;31;0;;;;;;;;;;;;;;;;;;;
"Reichel";"Sebastian";"Cyklistika pro vöechny Krnov";30;0;35;32;;;;;;;;;;;;;;;;;;;
"Motyka";"Patrik";"A Bike Club Ostrava ""B""";29;32;33;0;;;;;;;;;;;;;;;;;;;
"HRACHOVINA";"Eduard";"Forman Cinneli";42;39;0;0;;;;;;;;;;;;;;;;;;;
"Gubala";"Petr";"CK KolÌk Hobby BohumÌn ""A""";0;0;38;39;;;;;;;;;;;;;;;;;;;
"Babi·nek";"David";"MiKo Cycles";0;0;40;36;;;;;;;;;;;;;;;;;;;
"PavlÌk";"Jan";"Racing Oleön· ""A""";38;38;0;0;;;;;;;;;;;;;;;;;;;
"äkoda";"Kristi·n";"CK Continental Frenöt·t p.R.  1";32;40;0;0;;;;;;;;;;;;;;;;;;;
"STOSZ ";"Patryk";"TC Chrobry GlogÛw";0;0;0;60;;;;;;;;;;;;;;;;;;;
"BARTKIEWICZ ";"Andrzej";"LMGKK ZIEMIA BRZESKA";0;0;0;55;;;;;;;;;;;;;;;;;;;
"Hradil";"Ji¯Ì";"FORCE KCK CYKLOTEAM ZLÕN";0;55;0;0;;;;;;;;;;;;;;;;;;;
"Kusidlo";"Mariusz";"CK KolÌk Hobby BohumÌn ""A""";0;0;55;0;;;;;;;;;;;;;;;;;;;
"GalatÌk";"Roman";"CK Continental Frenöt·t p.R.  1";50;0;0;0;;;;;;;;;;;;;;;;;;;
"JAROMIN ";"Piotr";"Wibatech Fuji éory";0;0;0;50;;;;;;;;;;;;;;;;;;;
"PAWLAK";"Grzegorz";"Author Pszczyna";0;0;50;0;;;;;;;;;;;;;;;;;;;
"GRUSZCZYK";"Pawel";"Author Pszczyna";0;0;48;0;;;;;;;;;;;;;;;;;;;
"SWACZYNA";"Petr";"CK Feso Pet¯vald";0;0;0;48;;;;;;;;;;;;;;;;;;;
"Barbo¯·k";"AntonÌn";"Team Forman Cinelli";46;0;0;0;;;;;;;;;;;;;;;;;;;
"KASPEREK ";"Michal";"TC Chrobry Glogow";0;0;0;46;;;;;;;;;;;;;;;;;;;
"PYTEL ";"jaromÌr";"SK Bagbike";0;0;44;0;;;;;;;;;;;;;;;;;;;
"SvrËina";"Karel";"KC Hlinsko";0;0;42;0;;;;;;;;;;;;;;;;;;;
"Jakl";"Tom·ö";"Lowell Pro äafrata Team BohumÌn";40;0;0;0;;;;;;;;;;;;;;;;;;;
"KRHUT";"Martin";"SK Bagbike";0;0;39;0;;;;;;;;;;;;;;;;;;;
"Heczko";"Filip";"SkvÏl· kola-TJ Té T¯inec""A""";0;37;0;0;;;;;;;;;;;;;;;;;;;
"MAREK";"Miroslav";"Forman Cinelli";0;0;37;0;;;;;;;;;;;;;;;;;;;
"C·b";"Martin";"Cyklokramo Suchdol nad Odrou ""A""";36;0;0;0;;;;;;;;;;;;;;;;;;;
"PavlÌk";"Petr";"Racing Oleön· ""A""";0;0;36;0;;;;;;;;;;;;;;;;;;;
"»ER ";"Tom·ö";"bikeStyle.cz";0;0;0;35;;;;;;;;;;;;;;;;;;;
"Z·ruba";"Pavel";"ACK Star· Ves nad Ond¯ejnicÌ";35;0;0;0;;;;;;;;;;;;;;;;;;;
"WALA";"Jan";"LMGKK Zemia Brzeska";0;0;0;34;;;;;;;;;;;;;;;;;;;
"Musiol";"Jakub";"YOGI Racing Ostrava 2";0;33;0;0;;;;;;;;;;;;;;;;;;;
"Stola¯Ìk";"Tom·ö";"SK Ji¯Ì Team Ostrava";33;0;0;0;;;;;;;;;;;;;;;;;;;
"Figura";"Luk·ö";"YOGI Racing Ostrava 2";0;31;0;0;;;;;;;;;;;;;;;;;;;
"Kras";"Dariusz";"Dar-Bud";0;0;29;0;;;;;;;;;;;;;;;;;;;
"äkuta ";"Vlastimil";"CK KolÌk Hobby BohumÌn""B""";0;0;28;0;;;;;;;;;;;;;;;;;;;
"Koci·n";"Tom·ö";"Lhota u Opavy";0;0;27;0;;;;;;;;;;;;;;;;;;;
"Mal·tek";"VojtÏch";"CK Feso Pet¯vald";0;0;26;0;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
"Vrcha¯ B";3;;;;;;;;;;;;;;;;;;;;;;;;
"p¯ÌjmenÌ";"jmÈno";"klub";"C.C.";"TdJ";"ML60";"Td»";;;;;;;;;;;;;;;;;;;
"Kl·öterka";"Tom·ö";"CK Continental Frenöt·t p.R.  1";55;55;60;0;;;;;;;;;;;;;;;;;;;
"Chamr·d";"Ji¯Ì";;60;60;0;48;;;;;;;;;;;;;;;;;;;
"Vall";"Jan";"SK MAXBIKE Ostrava";39;37;46;39;;;;;;;;;;;;;;;;;;;
"Javorek";"Petr";"CK Feso Pet¯vald";36;31;55;38;;;;;;;;;;;;;;;;;;;
"CHOCHOL¡»";"Ji¯Ì";"Rafani Valmez";50;0;50;46;;;;;;;;;;;;;;;;;;;
"Hlawiczka";"Martin";"SkvÏl· kola-TJ Té T¯inec""A""";35;36;30;37;;;;;;;;;;;;;;;;;;;
"Ad·mek";"Luk·ö";"CK Feso Pet¯vald";46;48;40;0;;;;;;;;;;;;;;;;;;;
"KONE»N›";"Luk·ö";"CK Vlastibor KoneËn˝";44;46;0;44;;;;;;;;;;;;;;;;;;;
"Mitrenga";"Petr";"SkvÏl· kola-TJ Té T¯inec""A""";37;42;0;40;;;;;;;;;;;;;;;;;;;
"Folt˝n";"Ji¯Ì";"CK KolÌk Hobby BohumÌn ""A""";34;34;39;0;;;;;;;;;;;;;;;;;;;
"Bollo";"Roman";"YOGI Racing Ostrava 1";42;35;29;0;;;;;;;;;;;;;;;;;;;
"Pet¯Ìk";"ZdenÏk";"Cyklistika pro vöechny Krnov";0;0;48;55;;;;;;;;;;;;;;;;;;;
"Pietrzyk";"Vratislav";"YOGI Racing Ostrava 1";48;50;0;0;;;;;;;;;;;;;;;;;;;
"Jir·sek";"Josef";"SK MAXBIKE Ostrava";32;28;35;0;;;;;;;;;;;;;;;;;;;
"BenÌËek";"Tom·ö";"CK Continental Frenöt·t p. R.  2";29;24;0;34;;;;;;;;;;;;;;;;;;;
"UvÌra";"V·clav";"CK OrlÌk Orlov·";0;0;44;42;;;;;;;;;;;;;;;;;;;
"SlavÌk";"Duöan";"FORCE KCK CYKLOTEAM ZLÕN";40;44;0;0;;;;;;;;;;;;;;;;;;;
"Kol·Ëek";"Petr";"CK Feso Pet¯vald";0;39;42;0;;;;;;;;;;;;;;;;;;;
"PECH¡»EK";"Adam";"Eleven - Rubena Test Team";38;40;0;0;;;;;;;;;;;;;;;;;;;
"Przieliorz";"Pawel";"CK KolÌk Hobby BohumÌn ""A""";0;0;36;36;;;;;;;;;;;;;;;;;;;
"»erven˝";"Luk·ö";"Cykloservis MB";0;30;34;0;;;;;;;;;;;;;;;;;;;
"Holona";"Martin";"HPEL TEAM";0;29;0;35;;;;;;;;;;;;;;;;;;;
"CIELUCH";"Marcin";"SKY";0;0;0;60;;;;;;;;;;;;;;;;;;;
"Gierc";"David";;30;27;0;0;;;;;;;;;;;;;;;;;;;
"DUDZIAK ";"Tomasz";"Max bike Krakow";0;0;0;55;;;;;;;;;;;;;;;;;;;
"KARMELITA ";"Tom·ö";"Lokomotiva Krnov";0;0;38;0;;;;;;;;;;;;;;;;;;;
"Kub·nek";"Martin";"Lowell Pro äafrata Team BohumÌn";0;38;0;0;;;;;;;;;;;;;;;;;;;
"Uchytil";"Martin";"SUP UherskÈ HradiötÏ";0;0;37;0;;;;;;;;;;;;;;;;;;;
"Gruchala";"VojtÏch";"Triatlon klub Ostrava";0;33;0;0;;;;;;;;;;;;;;;;;;;
"JureËka";"Roman";"CK Continental Frenöt·t p.R.  1";33;0;0;0;;;;;;;;;;;;;;;;;;;
"Toman";"Petr";"Team Forman Cinelli";0;0;33;0;;;;;;;;;;;;;;;;;;;
"Fryc";"Bohdan";"A Bike Club Ostrava ""A""";0;32;0;0;;;;;;;;;;;;;;;;;;;
"Vr·bel";"David";"SK MAXBIKE Ostrava";0;0;32;0;;;;;;;;;;;;;;;;;;;
"MartiÚ·k";"Tom·ö";"SK ValaöskÈho kr·lovstvÌ";31;0;0;0;;;;;;;;;;;;;;;;;;;
"WyszyÚski";"Darius";"Dar-Bud";0;0;31;0;;;;;;;;;;;;;;;;;;;
"StanÏk";"Pavel";"Cyklosport P¯ikryl Star· Ves n. Ond¯ejnicÌ";0;0;28;0;;;;;;;;;;;;;;;;;;;
"VeËerek";"Martin";;28;0;0;0;;;;;;;;;;;;;;;;;;;
"äùastn˝";"Marek";;27;0;0;0;;;;;;;;;;;;;;;;;;;
"TOME»EK ";"lubomÌr";"Mountaintime.cz";0;0;27;0;;;;;;;;;;;;;;;;;;;
"BODY";"Marcel";"Novatop Lapierre";0;26;0;0;;;;;;;;;;;;;;;;;;;
"»adil";"Pavel";"Bicomatic Ostrava";0;0;26;0;;;;;;;;;;;;;;;;;;;
"Grygiel";"Pavel";"Cykloservis MB";0;25;0;0;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
"Vrcha¯ C";3;;;;;;;;;;;;;;;;;;;;;;;;
"p¯ÌjmenÌ";"jmÈno";"klub";"C.C.";"TdJ";"ML60";"Td»";;;;;;;;;;;;;;;;;;;
"Kokeö";"Pavel";"SK ValaöskÈho kr·lovstvÌ";60;60;50;60;;;;;;;;;;;;;;;;;;;
"Odv·rka";"Ivo";"FORCE KCK CYKLOTEAM ZLÕN";55;55;60;0;;;;;;;;;;;;;;;;;;;
"SWACZYNA";"Patrik";"CK Feso Pet¯vald";42;48;40;39;;;;;;;;;;;;;;;;;;;
"Blahut";"Radek";"SK MAXBIKE Ostrava";40;44;35;42;;;;;;;;;;;;;;;;;;;
"Lach";"Alan";"Racing Oleön· ""A""";46;50;44;0;;;;;;;;;;;;;;;;;;;
"Boszczyk";"Norbert";"SkvÏl· kola-TJ Té T¯inec""A""";44;46;0;40;;;;;;;;;;;;;;;;;;;
"Majtner";"Petr";"SkvÏl· kola-TJ Té T¯inec B ";38;42;38;0;;;;;;;;;;;;;;;;;;;
"Dohnal";"Blahoslav";"Cyklistika pro vöechny Krnov";33;37;33;0;;;;;;;;;;;;;;;;;;;
"Machotka";"Karel";"YOGI Racing Ostrava 1";50;0;0;50;;;;;;;;;;;;;;;;;;;
"Galuöka";"Tom·ö";"Lowell Pro äafrata Team BohumÌn";0;0;55;44;;;;;;;;;;;;;;;;;;;
"Kaiser";"ZdenÏk";"A Bike Club Ostrava ""A""";0;38;39;0;;;;;;;;;;;;;;;;;;;
"Wilhelm";"Jaroslav";"CK KolÌk Hobby BohumÌn""B""";37;40;0;0;;;;;;;;;;;;;;;;;;;
"Fierla";"Jan";"CK Feso Pet¯vald";39;0;"DNF";37;;;;;;;;;;;;;;;;;;;
"Kolorz";"Mariusz";"CK KolÌk Hobby BohumÌn ""A""";36;39;0;0;;;;;;;;;;;;;;;;;;;
"Buchal";"Ivo";"Racing Oleön· ""A""";34;0;36;0;;;;;;;;;;;;;;;;;;;
"BOGACKI";"Rafal";"SPEED KEDZIERZYN";32;0;0;35;;;;;;;;;;;;;;;;;;;
"HavlÌËek";"Robert";"YOGI Racing Ostrava 2";0;0;31;36;;;;;;;;;;;;;;;;;;;
"Guziur";"Dalibor";"Racing Oleön·";31;35;0;0;;;;;;;;;;;;;;;;;;;
"POPIOLEK ";"Pavel";"SK Universe";0;0;0;55;;;;;;;;;;;;;;;;;;;
"Holiö";"Martin";"Valmez KING";48;0;0;0;;;;;;;;;;;;;;;;;;;
"Mlyn·¯";"VlastÌk";"ACS DRAK VRBNO";0;0;48;0;;;;;;;;;;;;;;;;;;;
"OR¡LEK";"Duöan";"Mirva Svitavy";0;0;0;48;;;;;;;;;;;;;;;;;;;
"BORATYN ";"Artur";"Kolarski SKAJ";0;0;0;46;;;;;;;;;;;;;;;;;;;
"PIECHACZEK";"Krzysztof";"Lowel pro äafrata BohumÌn";0;0;46;0;;;;;;;;;;;;;;;;;;;
"»ERNOTA ";"Kamil";"HUP NA KOLO. CZ";0;0;42;0;;;;;;;;;;;;;;;;;;;
"Jaroö";"Martin";"Racing Oleön· ";0;0;0;38;;;;;;;;;;;;;;;;;;;
"Franta";"Roman";"Racing Oleön· ""A""";0;0;37;0;;;;;;;;;;;;;;;;;;;
"Kozel";"Daniel";"HavÌ¯ov";0;36;0;0;;;;;;;;;;;;;;;;;;;
"MajdÌk";"Karel";;35;0;0;0;;;;;;;;;;;;;;;;;;;
"JANCZURA ";"Piotr";"Bar Bud";0;0;34;0;;;;;;;;;;;;;;;;;;;
"SZABLA";"Jaroslaw";"BRZEG";0;0;0;34;;;;;;;;;;;;;;;;;;;
"Fiala";"David";"SK Bagbike";0;0;32;0;;;;;;;;;;;;;;;;;;;
"FojtÌk";"Michal";;30;0;0;0;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
"Vrcha¯ D";3;;;;;;;;;;;;;;;;;;;;;;;;
"p¯ÌjmenÌ";"jmÈno";"klub";"C.C.";"TdJ";"ML60";"Td»";;;;;;;;;;;;;;;;;;;
"M¸ck";"Arnoöt";"2K-BIKE CLUB Odry";60;55;55;55;;;;;;;;;;;;;;;;;;;
"AdamËÌk";"Miroslav";"Cyklokramo Suchdol nad Odrou ""A""";48;42;60;60;;;;;;;;;;;;;;;;;;;
"Satinsk˝";"Alexandr";"YOGI Racing Ostrava 1";42;48;50;46;;;;;;;;;;;;;;;;;;;
"Baran";"Petr";"SK Bagbike";46;50;44;0;;;;;;;;;;;;;;;;;;;
"Slez·k";"Josef";"FORCE KCK CYKLOTEAM ZLÕN";50;46;"DNF";42;;;;;;;;;;;;;;;;;;;
"MÌËek";"Old¯ich";"TJ Sigma Hranice";0;44;37;40;;;;;;;;;;;;;;;;;;;
"Jakl";"Ji¯Ì";"Triatlon klub Ostrava";29;36;27;28;;;;;;;;;;;;;;;;;;;
"Sikora";"Miroslav";"SkvÏl· kola-TJ Té T¯inec""A""";55;60;0;0;;;;;;;;;;;;;;;;;;;
"ZvonÌËek";"RadomÌr";"FORCE KCK CYKLOTEAM ZLÕN";39;40;0;36;;;;;;;;;;;;;;;;;;;
"Lawicki";"Dariusz";"CZERNICA MASTERS";37;0;38;32;;;;;;;;;;;;;;;;;;;
"Chmura";"Petr";"Team Forman Cinelli";34;38;31;0;;;;;;;;;;;;;;;;;;;
"Krawczyk";"Andrzej";;36;0;32;35;;;;;;;;;;;;;;;;;;;
"Motyka";"Tom·ö";"A Bike Club Ostrava ""B""";33;37;30;0;;;;;;;;;;;;;;;;;;;
"PavlÌk";"Petr";"Racing Oleön· ""A""";22;30;20;27;;;;;;;;;;;;;;;;;;;
"Vyoral";"LubomÌr";"CK KolÌk Hobby BohumÌn""B""";21;29;22;26;;;;;;;;;;;;;;;;;;;
"Pelc";"Ladislav";"CK Continental Frenöt·t p.R.  1";0;0;48;44;;;;;;;;;;;;;;;;;;;
"DA“HEL ";"Mojmir";"Tj Krnov Plav·Ú";0;0;42;48;;;;;;;;;;;;;;;;;;;
"RumiÒski";"Stanislaw";"Zabrze";35;0;19;30;;;;;;;;;;;;;;;;;;;
"äkarka";"Ji¯Ì";"CK KolÌk Hobby BohumÌn ""A""";25;33;25;0;;;;;;;;;;;;;;;;;;;
"Petruö";"LubomÌr";"ACS DRAK VRBNO";0;0;40;39;;;;;;;;;;;;;;;;;;;
"KoneËn˝ ";"Pavel";"CK KolÌk Hobby BohumÌn ""A""";38;0;39;0;;;;;;;;;;;;;;;;;;;
"Kont˙r";"Milan";"SK ValaöskÈho kr·lovstvÌ";23;31;23;0;;;;;;;;;;;;;;;;;;;
